,Rank,Title,Score,popularity,Members,Type,Episodes,Genre,Demographic,Start Date,End Date,Image,Link,Start Year,End Year
464,465,Koukaku Kidoutai: Stand Alone Complex - Solid State Society,8.11,2013,98895,Special,1,"['Award Winning', 'Mystery', 'Sci-Fi']",Seinen,2006-01-09,2006-01-09,https://cdn.myanimelist.net/r/100x140/images/anime/4/29816.jpg?s=d8ce18dabc57d0d93b7a9fd4830ea1f9,https://myanimelist.net/anime/1566/Koukaku_Kidoutai__Stand_Alone_Complex_-_Solid_State_Society,2006,2006.0
465,466,Kuragehime,8.11,996,232115,TV,11,['Comedy'],Josei,2010-01-10,2010-01-12,https://cdn.myanimelist.net/r/100x140/images/anime/3/24865.jpg?s=5ff81ad4962c9836d8651e68ddab65b0,https://myanimelist.net/anime/8129/Kuragehime,2010,2010.0
466,467,Mirai Shounen Conan,8.11,3031,49064,TV,26,"['Adventure', 'Drama', 'Sci-Fi']",,1978-01-04,1978-01-10,https://cdn.myanimelist.net/r/100x140/images/anime/6/17529.jpg?s=d6c218e3e34b1a8a4b987ea7b7b36ba7,https://myanimelist.net/anime/302/Mirai_Shounen_Conan,1978,1978.0
467,468,Saiki Kusuo no Ψ-nan: Ψ-shidou-hen,8.11,1078,215529,ONA,6,"['Comedy', 'Supernatural']",Shounen,2019-01-12,2019-01-12,https://cdn.myanimelist.net/r/100x140/images/anime/1993/119022.jpg?s=8d0f60119c9050be65eb41cdea39e65b,https://myanimelist.net/anime/40542/Saiki_Kusuo_no_Ψ-nan__Ψ-shidou-hen,2019,2019.0
468,469,Tamayura: Sotsugyou Shashin Part 4 - Ashita,8.11,5955,11003,Movie,1,['Slice of Life'],,2016-01-04,2016-01-04,https://cdn.myanimelist.net/r/100x140/images/anime/1697/134884.jpg?s=0cd171de4d0deb1bf9f5852caaab2926,https://myanimelist.net/anime/29831/Tamayura__Sotsugyou_Shashin_Part_4_-_Ashita,2016,2016.0
469,470,Toki wo Kakeru Shoujo,8.11,235,778427,Movie,1,"['Award Winning', 'Drama', 'Romance', 'Sci-Fi']",,2006-01-07,2006-01-07,https://cdn.myanimelist.net/r/100x140/images/anime/1/2432.jpg?s=3e91ef8ed416a6bd3e9b0056622e5af2,https://myanimelist.net/anime/2236/Toki_wo_Kakeru_Shoujo,2006,2006.0
470,471,Stand By Me Doraemon,8.1,2919,52894,Movie,1,"['Comedy', 'Sci-Fi']",,2014-01-08,2014-01-08,https://cdn.myanimelist.net/r/100x140/images/anime/9/65571.jpg?s=7fb862a0cd06b1316d872598a140a93d,https://myanimelist.net/anime/21469/Stand_By_Me_Doraemon,2014,2014.0
471,472,Tsurune: Tsunagari no Issha,8.1,3008,49676,TV,13,['Sports'],,2023-01-01,2023-01-03,https://cdn.myanimelist.net/r/100x140/images/anime/1803/132337.jpg?s=456716787869505e131eeb80140a7e90,https://myanimelist.net/anime/52826/Tsurune__Tsunagari_no_Issha,2023,2023.0
472,473,Akatsuki no Yona OVA,8.1,1621,132045,OVA,3,"['Action', 'Adventure', 'Fantasy']",Shoujo,2015-01-09,2016-01-12,https://cdn.myanimelist.net/r/100x140/images/anime/8/75974.jpg?s=7a83a8244877d5f22f1e2112d442c341,https://myanimelist.net/anime/30370/Akatsuki_no_Yona_OVA,2015,2016.0
473,474,Boku no Hero Academia 2nd Season,8.1,14,2458476,TV,25,['Action'],Shounen,2017-01-04,2017-01-09,https://cdn.myanimelist.net/r/100x140/images/anime/12/85221.jpg?s=7a6077ab23d48745083bfc8fa8ea2f19,https://myanimelist.net/anime/33486/Boku_no_Hero_Academia_2nd_Season,2017,2017.0
474,475,Chuunibyou demo Koi ga Shitai! Movie: Take On Me,8.1,878,263276,Movie,1,"['Comedy', 'Drama', 'Romance']",,2018-01-01,2018-01-01,https://cdn.myanimelist.net/r/100x140/images/anime/2/89974.jpg?s=5aa7314be8a094b709bc9b3b503a4169,https://myanimelist.net/anime/35608/Chuunibyou_demo_Koi_ga_Shitai_Movie__Take_On_Me,2018,2018.0
475,476,Detroit Metal City,8.1,1117,208856,OVA,12,['Comedy'],Seinen,2008-01-08,2008-01-10,https://cdn.myanimelist.net/r/100x140/images/anime/3/9853.jpg?s=0aaf1d4891d0c3611aa68b4b3ac5760b,https://myanimelist.net/anime/3702/Detroit_Metal_City,2008,2008.0
476,477,Douluo Dalu 2nd Season,8.1,4770,19422,ONA,237,"['Action', 'Adventure', 'Fantasy', 'Supernatural']",,2018-01-12,2023-01-06,https://cdn.myanimelist.net/r/100x140/images/anime/1538/93566.jpg?s=e4fea0a1c1901ed45cbcff25e634eae8,https://myanimelist.net/anime/37822/Douluo_Dalu_2nd_Season,2018,2023.0
477,478,Gintama°: Umai-mono wa Atomawashi ni Suru to Yokodorisareru kara Yappari Saki ni Kue,8.1,3689,33838,Special,1,"['Action', 'Comedy']",Shounen,2015-01-11,2015-01-11,https://cdn.myanimelist.net/r/100x140/images/anime/1720/110926.jpg?s=4675826bb2b61d13e0941012b8aab4b2,https://myanimelist.net/anime/32122/Gintama°__Umai-mono_wa_Atomawashi_ni_Suru_to_Yokodorisareru_kara_Yappari_Saki_ni_Kue,2015,2015.0
478,479,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,8.1,1146,201464,TV,12,['Fantasy'],,2020-01-04,2020-01-06,https://cdn.myanimelist.net/r/100x140/images/anime/1464/107998.jpg?s=3acca4a3ae004df4d6d24df314677afc,https://myanimelist.net/anime/40815/Honzuki_no_Gekokujou__Shisho_ni_Naru_Tame_ni_wa_Shudan_wo_Erandeiraremasen_2nd_Season,2020,2020.0
479,480,Initial D Fifth Stage,8.1,1524,143623,TV,14,"['Action', 'Drama']",Seinen,2012-01-11,2013-01-05,https://cdn.myanimelist.net/r/100x140/images/anime/1563/119898.jpg?s=94d5d6e0ef9ce6bb222eafb4a44ea989,https://myanimelist.net/anime/15059/Initial_D_Fifth_Stage,2012,2013.0
480,481,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,8.1,115,1179492,TV,24,"['Action', 'Adventure', 'Supernatural']",Shounen,2014-01-04,2014-01-09,https://cdn.myanimelist.net/r/100x140/images/anime/11/55267.jpg?s=6d1725eac102057a5f38123f1003722a,https://myanimelist.net/anime/20899/JoJo_no_Kimyou_na_Bouken_Part_3__Stardust_Crusaders,2014,2014.0
481,482,JoJo no Kimyou na Bouken Part 6: Stone Ocean Part 2,8.1,1001,231047,ONA,12,"['Action', 'Adventure', 'Supernatural']",Shounen,2022-01-09,2022-01-09,https://cdn.myanimelist.net/r/100x140/images/anime/1051/121959.jpg?s=0c203f603e5253b60dbcb286ca533209,https://myanimelist.net/anime/51367/JoJo_no_Kimyou_na_Bouken_Part_6__Stone_Ocean_Part_2,2022,2022.0
482,483,Kamisama Hajimemashita,8.1,315,637808,TV,13,"['Comedy', 'Fantasy', 'Romance']",Shoujo,2012-01-10,2012-01-12,https://cdn.myanimelist.net/r/100x140/images/anime/3/85429.jpg?s=5011c3f3cbe1ea0ad361a9b1da450469,https://myanimelist.net/anime/14713/Kamisama_Hajimemashita,2012,2012.0
483,484,Kidou Senshi Gundam Unicorn,8.1,2037,97132,OVA,7,"['Action', 'Drama', 'Sci-Fi']",,2010-01-03,2014-01-06,https://cdn.myanimelist.net/r/100x140/images/anime/12/50459.jpg?s=2e1f7d8a98f2dffb650735d394bc3b7b,https://myanimelist.net/anime/6336/Kidou_Senshi_Gundam_Unicorn,2010,2014.0
484,485,Kuroko no Basket: Saikou no Present desu,8.1,1940,104458,Special,1,['Sports'],Shounen,2015-01-12,2015-01-12,https://cdn.myanimelist.net/r/100x140/images/anime/13/77323.jpg?s=173f06b68795bf39a399a3c7e7ba2a1b,https://myanimelist.net/anime/31051/Kuroko_no_Basket__Saikou_no_Present_desu,2015,2015.0
485,486,Mahoutsukai no Yome: Hoshi Matsu Hito,8.1,838,277490,OVA,3,"['Drama', 'Fantasy']",Shounen,2016-01-09,2017-01-09,https://cdn.myanimelist.net/r/100x140/images/anime/4/80587.jpg?s=d83ad2c1328143a9404fea1bd0b7ab23,https://myanimelist.net/anime/32902/Mahoutsukai_no_Yome__Hoshi_Matsu_Hito,2016,2017.0
486,487,Overlord IV,8.09,437,489185,TV,13,"['Action', 'Adventure', 'Fantasy']",,2022-01-07,2022-01-09,https://cdn.myanimelist.net/r/100x140/images/anime/1530/120110.jpg?s=73af077b152e1004b91a815eb67dd94d,https://myanimelist.net/anime/48895/Overlord_IV,2022,2022.0
487,488,Saint Seiya: The Lost Canvas - Meiou Shinwa 2,8.09,2403,74186,OVA,13,"['Action', 'Adventure', 'Supernatural']",Shounen,2011-01-02,2011-01-07,https://cdn.myanimelist.net/r/100x140/images/anime/12/29597.jpg?s=9a2ebf923c3d8d980b055a8e1af14d9d,https://myanimelist.net/anime/9130/Saint_Seiya__The_Lost_Canvas_-_Meiou_Shinwa_2,2011,2011.0
488,489,Serial Experiments Lain,8.09,246,745957,TV,13,"['Avant Garde', 'Award Winning', 'Drama', 'Mystery', 'Sci-Fi', 'Supernatural', 'Suspense']",,1998-01-07,1998-01-09,https://cdn.myanimelist.net/r/100x140/images/anime/1718/91550.jpg?s=c48ba90aba0bcf6c0a94092dc411be90,https://myanimelist.net/anime/339/Serial_Experiments_Lain,1998,1998.0
489,490,Tsubasa: Shunraiki,8.09,2692,61517,OVA,2,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Romance']",Shounen,2009-01-03,2009-01-05,https://cdn.myanimelist.net/r/100x140/images/anime/9/33841.jpg?s=706d76ebe3acc4771dabebdc341bf8e6,https://myanimelist.net/anime/4938/Tsubasa__Shunraiki,2009,2009.0
490,491,Tsukimonogatari,8.09,534,410837,TV,4,"['Comedy', 'Mystery', 'Supernatural', 'Ecchi']",,2014-01-12,2014-01-12,https://cdn.myanimelist.net/r/100x140/images/anime/6/68259.jpg?s=d4326a8903177ee90f36b215056c9c5b,https://myanimelist.net/anime/28025/Tsukimonogatari,2014,2014.0
491,492,Uchouten Kazoku 2,8.09,2646,63446,TV,12,"['Comedy', 'Drama', 'Fantasy']",,2017-01-04,2017-01-06,https://cdn.myanimelist.net/r/100x140/images/anime/8/85354.jpg?s=abfe6729ac7a5fa98525abde42ce0409,https://myanimelist.net/anime/34076/Uchouten_Kazoku_2,2017,2017.0
492,493,Zankyou no Terror,8.09,123,1141261,TV,11,"['Mystery', 'Suspense']",,2014-01-07,2014-01-09,https://cdn.myanimelist.net/r/100x140/images/anime/1417/117422.jpg?s=9b924e603438abf212da67acd8ffa891,https://myanimelist.net/anime/23283/Zankyou_no_Terror,2014,2014.0
493,494,Baccano! Specials,8.09,1292,177266,Special,3,"['Action', 'Comedy', 'Mystery', 'Supernatural']",,2008-01-02,2008-01-05,https://cdn.myanimelist.net/r/100x140/images/anime/7/9129.jpg?s=c6ef1f383c3a792c1a8a234e364a1d5c,https://myanimelist.net/anime/3901/Baccano_Specials,2008,2008.0
494,495,Gin no Saji,8.09,808,288650,TV,11,['Comedy'],Shounen,2013-01-07,2013-01-09,https://cdn.myanimelist.net/r/100x140/images/anime/6/49237.jpg?s=1f26b709677a9b0ee8b7a057a973913f,https://myanimelist.net/anime/16918/Gin_no_Saji,2013,2013.0
495,496,Hajime no Ippo: Boxer no Kobushi,8.09,2896,53712,Special,1,['Sports'],Shounen,2003-01-03,2003-01-03,https://cdn.myanimelist.net/r/100x140/images/anime/2/84664.jpg?s=801a02d8fd2d52559c8967c0a789abea,https://myanimelist.net/anime/12069/Hajime_no_Ippo__Boxer_no_Kobushi,2003,2003.0
496,497,Ansatsu Kyoushitsu,8.08,34,1959886,TV,22,"['Action', 'Comedy']",Shounen,2015-01-01,2015-01-06,https://cdn.myanimelist.net/r/100x140/images/anime/5/75639.jpg?s=f51516419d449236aedc44a0465e0fc0,https://myanimelist.net/anime/24833/Ansatsu_Kyoushitsu,2015,2015.0
497,498,Fumetsu no Anata e Season 2,8.08,897,258995,TV,20,"['Adventure', 'Drama', 'Supernatural']",Shounen,2022-01-10,2023-01-03,https://cdn.myanimelist.net/r/100x140/images/anime/1271/127700.jpg?s=8a9fc1717ea429575d357f9f8c5712ca,https://myanimelist.net/anime/49709/Fumetsu_no_Anata_e_Season_2,2022,2023.0
498,499,Ginga Eiyuu Densetsu: Arata naru Tatakai no Overture,8.08,3688,33871,Movie,1,"['Action', 'Drama', 'Sci-Fi']",,1993-01-12,1993-01-12,https://cdn.myanimelist.net/r/100x140/images/anime/8/22498.jpg?s=f14db7a95039aececc819237b7afb71e,https://myanimelist.net/anime/3016/Ginga_Eiyuu_Densetsu__Arata_naru_Tatakai_no_Overture,1993,1993.0
499,500,Gintama: Nanigoto mo Saisho ga Kanjin nanode Tashou Senobisuru Kurai ga Choudoyoi,8.08,2840,55656,Special,1,"['Action', 'Comedy', 'Sci-Fi']",Shounen,2005-01-09,2005-01-09,https://cdn.myanimelist.net/r/100x140/images/anime/4/8522.jpg?s=bd27cc530d5ad303d5a23058e974256d,https://myanimelist.net/anime/2951/Gintama__Nanigoto_mo_Saisho_ga_Kanjin_nanode_Tashou_Senobisuru_Kurai_ga_Choudoyoi,2005,2005.0
500,501,Hidamari Sketch: Sae Hiro Sotsugyou-hen,8.08,5438,13751,OVA,2,['Slice of Life'],,2013-01-11,2013-01-11,https://cdn.myanimelist.net/r/100x140/images/anime/1954/132952.jpg?s=68deb574f78fe53a1237046e7aac31e8,https://myanimelist.net/anime/17739/Hidamari_Sketch__Sae_Hiro_Sotsugyou-hen,2013,2013.0
501,502,Hikaru no Go,8.08,1593,135885,TV,75,"['Comedy', 'Drama', 'Supernatural']",Shounen,2001-01-10,2003-01-03,https://cdn.myanimelist.net/r/100x140/images/anime/12/78317.jpg?s=ddfd5eda80560ea266779c04ab4fb387,https://myanimelist.net/anime/135/Hikaru_no_Go,2001,2003.0
502,503,Kanata no Astra,8.08,778,294731,TV,12,"['Adventure', 'Award Winning', 'Mystery', 'Sci-Fi']",Shounen,2019-01-07,2019-01-09,https://cdn.myanimelist.net/r/100x140/images/anime/1784/106428.jpg?s=60a965dfb637d5e3b5fa16c0afbd19ee,https://myanimelist.net/anime/39198/Kanata_no_Astra,2019,2019.0
503,504,Kidou Senshi Gundam 00 Second Season,8.08,1481,149108,TV,25,"['Action', 'Drama', 'Sci-Fi']",,2008-01-10,2009-01-03,https://cdn.myanimelist.net/r/100x140/images/anime/9/12782.jpg?s=fb516a7fd1c4a4adeb54dfed0d98bae6,https://myanimelist.net/anime/3927/Kidou_Senshi_Gundam_00_Second_Season,2008,2009.0
504,505,Kimi wa Houkago Insomnia,8.08,1258,182006,TV,13,['Romance'],Seinen,2023-01-04,2023-01-07,https://cdn.myanimelist.net/r/100x140/images/anime/1402/134007.jpg?s=86f2f4a2fc13fd7513c2fd27c9f39af5,https://myanimelist.net/anime/50796/Kimi_wa_Houkago_Insomnia,2023,2023.0
505,506,Kuroko no Basket Movie 4: Last Game,8.08,772,296229,Movie,1,['Sports'],Shounen,2017-01-03,2017-01-03,https://cdn.myanimelist.net/r/100x140/images/anime/2/83106.jpg?s=f100b74d815f09b02348f74474975278,https://myanimelist.net/anime/31658/Kuroko_no_Basket_Movie_4__Last_Game,2017,2017.0
506,507,One Piece Film: Strong World,8.08,940,247104,Movie,1,"['Action', 'Adventure', 'Fantasy']",Shounen,2009-01-12,2009-01-12,https://cdn.myanimelist.net/r/100x140/images/anime/1192/116784.jpg?s=024af3e5c2b594bda692d47e2fad5881,https://myanimelist.net/anime/4155/One_Piece_Film__Strong_World,2009,2009.0
507,508,Sakura-sou no Pet na Kanojo,8.08,103,1224546,TV,24,"['Drama', 'Romance']",,2012-01-10,2013-01-03,https://cdn.myanimelist.net/r/100x140/images/anime/4/43643.jpg?s=f2f63dbd930198eac7d8c52b623ee5b0,https://myanimelist.net/anime/13759/Sakura-sou_no_Pet_na_Kanojo,2012,2013.0
508,509,Shokugeki no Souma: Ni no Sara,8.08,125,1114147,TV,13,"['Gourmet', 'Ecchi']",Shounen,2016-01-07,2016-01-09,https://cdn.myanimelist.net/r/100x140/images/anime/8/79353.jpg?s=2bb923770e3da7975c68008d9ea09871,https://myanimelist.net/anime/32282/Shokugeki_no_Souma__Ni_no_Sara,2016,2016.0
509,510,Skip Beat!,8.08,871,265153,TV,25,"['Comedy', 'Drama', 'Romance']",Shoujo,2008-01-10,2009-01-03,https://cdn.myanimelist.net/r/100x140/images/anime/11/84022.jpg?s=63e109104608280083934025f859c904,https://myanimelist.net/anime/4722/Skip_Beat,2008,2009.0
510,511,Yuusha-Ou GaoGaiGar Final,8.08,6175,10071,OVA,8,"['Adventure', 'Drama', 'Sci-Fi']",,2000-01-01,2003-01-03,https://cdn.myanimelist.net/r/100x140/images/anime/1187/132740.jpg?s=dbf59d47296ab1d7a45bfb50fbaeba33,https://myanimelist.net/anime/1382/Yuusha-Ou_GaoGaiGar_Final,2000,2003.0
511,512,Toradora!,8.07,23,2157977,TV,25,"['Drama', 'Romance']",,2008-01-10,2009-01-03,https://cdn.myanimelist.net/r/100x140/images/anime/13/22128.jpg?s=b3284ed34e9e46b41808591c13474d81,https://myanimelist.net/anime/4224/Toradora,2008,2009.0
512,513,Black Clover: Mahou Tei no Ken,8.07,1154,197966,Movie,1,"['Action', 'Comedy', 'Fantasy']",Shounen,2023-01-06,2023-01-06,https://cdn.myanimelist.net/r/100x140/images/anime/1337/136363.jpg?s=ba4c1db377ea85be28792cd7685efbe6,https://myanimelist.net/anime/48585/Black_Clover__Mahou_Tei_no_Ken,2023,2023.0
513,514,Gintama: Dai Hanseikai,8.07,3512,37613,Special,1,"['Action', 'Comedy']",Shounen,2010-01-03,2010-01-03,https://cdn.myanimelist.net/r/100x140/images/anime/1725/110927.jpg?s=2a1cf4dd64ccd706afed387457876f08,https://myanimelist.net/anime/10643/Gintama__Dai_Hanseikai,2010,2010.0
514,515,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 3rd Season,8.07,1516,144645,TV,10,['Fantasy'],,2022-01-04,2022-01-06,https://cdn.myanimelist.net/r/100x140/images/anime/1976/122302.jpg?s=e3f457acb801bc693c4f1e1620180a4b,https://myanimelist.net/anime/42429/Honzuki_no_Gekokujou__Shisho_ni_Naru_Tame_ni_wa_Shudan_wo_Erandeiraremasen_3rd_Season,2022,2022.0
515,516,Hyouka,8.07,92,1341664,TV,22,"['Mystery', 'Slice of Life']",,2012-01-04,2012-01-09,https://cdn.myanimelist.net/r/100x140/images/anime/13/50521.jpg?s=6830f650d9e8b6ab3a8027ee3c50c2ac,https://myanimelist.net/anime/12189/Hyouka,2012,2012.0
516,517,Koukaku Kidoutai: Stand Alone Complex - The Laughing Man,8.07,3399,40104,Special,1,"['Action', 'Mystery', 'Sci-Fi']",Seinen,2005-01-09,2005-01-09,https://cdn.myanimelist.net/r/100x140/images/anime/3/21835.jpg?s=7792a95fe3bc7895d7e2d1b9bf64e830,https://myanimelist.net/anime/2449/Koukaku_Kidoutai__Stand_Alone_Complex_-_The_Laughing_Man,2005,2005.0
517,518,Kuroshitsuji: Book of Circus,8.07,556,395333,TV,10,"['Action', 'Fantasy', 'Mystery']",Shounen,2014-01-07,2014-01-09,https://cdn.myanimelist.net/r/100x140/images/anime/6/64811.jpg?s=8cbf44802d66d268a2a91b12ed9c3375,https://myanimelist.net/anime/22145/Kuroshitsuji__Book_of_Circus,2014,2014.0
518,519,No Game No Life,8.07,17,2345338,TV,12,"['Comedy', 'Fantasy', 'Ecchi']",,2014-01-04,2014-01-06,https://cdn.myanimelist.net/r/100x140/images/anime/1074/111944.jpg?s=a6e85c572e09c1ad6398d7d9db5d7db8,https://myanimelist.net/anime/19815/No_Game_No_Life,2014,2014.0
519,520,Kodomo no Omocha (TV),8.06,2558,66976,TV,102,"['Comedy', 'Drama', 'Romance']",Shoujo,1996-01-04,1998-01-03,https://cdn.myanimelist.net/r/100x140/images/anime/5/7016.jpg?s=5bb44a640141067f8f05123f71920c51,https://myanimelist.net/anime/1486/Kodomo_no_Omocha_TV,1996,1998.0
520,521,Kuroko no Basket,8.06,116,1177744,TV,25,['Sports'],Shounen,2012-01-04,2012-01-09,https://cdn.myanimelist.net/r/100x140/images/anime/11/50453.jpg?s=711b2e43b003054de40cc5c9f9fb6d5b,https://myanimelist.net/anime/11771/Kuroko_no_Basket,2012,2012.0
521,522,Kuroshitsuji: Book of Murder,8.06,962,241049,OVA,2,"['Action', 'Fantasy', 'Mystery']",Shounen,2015-01-01,2015-01-02,https://cdn.myanimelist.net/r/100x140/images/anime/12/74392.jpg?s=bb7a1d4a486a8ee615d335eacfdcee56,https://myanimelist.net/anime/23317/Kuroshitsuji__Book_of_Murder,2015,2015.0
522,523,Mahoutsukai no Yome,8.06,179,901371,TV,24,"['Drama', 'Fantasy', 'Romance']",Shounen,2017-01-10,2018-01-03,https://cdn.myanimelist.net/r/100x140/images/anime/3/88476.jpg?s=4d62b7f76de8f2e1be09951f687e4197,https://myanimelist.net/anime/35062/Mahoutsukai_no_Yome,2017,2018.0
523,524,Uma Musume: Pretty Derby Season 2,8.06,3059,48242,TV,13,['Sports'],,2021-01-01,2021-01-03,https://cdn.myanimelist.net/r/100x140/images/anime/1447/114282.jpg?s=77cbf82b4856f926f214d819fc4f5c93,https://myanimelist.net/anime/42941/Uma_Musume__Pretty_Derby_Season_2,2021,2021.0
524,525,World Trigger 2nd Season,8.06,1519,144154,TV,12,"['Action', 'Sci-Fi']",Shounen,2021-01-01,2021-01-04,https://cdn.myanimelist.net/r/100x140/images/anime/1598/110462.jpg?s=79bbfbfb21186d3a8d0d78fc4d3f396e,https://myanimelist.net/anime/40907/World_Trigger_2nd_Season,2021,2021.0
525,526,Yowamushi Pedal: Grande Road,8.06,1576,137452,TV,24,['Sports'],Shounen,2014-01-10,2015-01-03,https://cdn.myanimelist.net/r/100x140/images/anime/12/67799.jpg?s=94d0fcbd4df62ccd0c5ed41e4432abfe,https://myanimelist.net/anime/24277/Yowamushi_Pedal__Grande_Road,2014,2015.0
526,527,5-toubun no Hanayome ∬,8.06,279,687302,TV,12,"['Comedy', 'Romance']",Shounen,2021-01-01,2021-01-03,https://cdn.myanimelist.net/r/100x140/images/anime/1775/109514.jpg?s=f27a93eccff56fa42b6c99a363b21349,https://myanimelist.net/anime/39783/5-toubun_no_Hanayome_∬,2021,2021.0
527,528,Angel Beats!,8.06,28,2038445,TV,13,"['Drama', 'Supernatural']",,2010-01-04,2010-01-06,https://cdn.myanimelist.net/r/100x140/images/anime/1244/111115.jpg?s=7eb8556678e430ebf29c9dffe403eb80,https://myanimelist.net/anime/6547/Angel_Beats,2010,2010.0
528,529,City Hunter 2,8.06,4187,26201,TV,63,"['Action', 'Comedy', 'Mystery']",Shounen,1988-01-04,1989-01-07,https://cdn.myanimelist.net/r/100x140/images/anime/1272/138953.jpg?s=fd0d78d5d6800c474eaf5c0ef052c45b,https://myanimelist.net/anime/1471/City_Hunter_2,1988,1989.0
529,530,Darker than Black: Kuro no Keiyakusha,8.06,161,931322,TV,25,"['Action', 'Mystery', 'Sci-Fi']",,2007-01-04,2007-01-09,https://cdn.myanimelist.net/r/100x140/images/anime/5/19570.jpg?s=14075ab682484e3b05b62c1a68d9bb0f,https://myanimelist.net/anime/2025/Darker_than_Black__Kuro_no_Keiyakusha,2007,2007.0
530,531,Detective Conan Movie 08: Magician of the Silver Sky,8.06,2844,55488,Movie,1,"['Adventure', 'Comedy', 'Mystery']",Shounen,2004-01-04,2004-01-04,https://cdn.myanimelist.net/r/100x140/images/anime/2/20982.jpg?s=acde68064f3114de8070ab55ff8ba114,https://myanimelist.net/anime/1367/Detective_Conan_Movie_08__Magician_of_the_Silver_Sky,2004,2004.0
531,532,Detective Conan Movie 18: The Sniper from Another Dimension,8.06,3295,42233,Movie,1,"['Action', 'Mystery']",Shounen,2014-01-04,2014-01-04,https://cdn.myanimelist.net/r/100x140/images/anime/11/60289.jpg?s=dcfb4010bd42ee38f0526ce7eb345e59,https://myanimelist.net/anime/21419/Detective_Conan_Movie_18__The_Sniper_from_Another_Dimension,2014,2014.0
532,533,Doupo Cangqiong: Nian Fan,8.06,7709,5796,ONA,104,"['Action', 'Adventure', 'Fantasy']",,2022-01-07,,https://cdn.myanimelist.net/r/100x140/images/anime/1419/126374.jpg?s=848b4fe43169241c5b58a1e1f7aac070,https://myanimelist.net/anime/51039/Doupo_Cangqiong__Nian_Fan,2022,
533,534,Durarara!!x2 Ketsu,8.06,602,372705,TV,12,"['Action', 'Mystery', 'Supernatural']",,2016-01-01,2016-01-03,https://cdn.myanimelist.net/r/100x140/images/anime/6/77838.jpg?s=0ca7fa85e0ab9017b79ac4b69d42d8cb,https://myanimelist.net/anime/27833/Durararax2_Ketsu,2016,2016.0
534,535,Girls & Panzer: Saishuushou Part 2,8.06,3640,34851,Movie,1,,,2019-01-06,2019-01-06,https://cdn.myanimelist.net/r/100x140/images/anime/1240/119215.jpg?s=e41afc87ab8919baf5a46eab3a45b311,https://myanimelist.net/anime/38081/Girls___Panzer__Saishuushou_Part_2,2019,2019.0
535,536,Dorohedoro,8.05,406,524945,TV,12,"['Action', 'Comedy', 'Fantasy', 'Horror']",Seinen,2020-01-01,2020-01-03,https://cdn.myanimelist.net/r/100x140/images/anime/1740/104786.jpg?s=64e26f2163175dea3868d2c60e424ad1,https://myanimelist.net/anime/38668/Dorohedoro,2020,2020.0
536,537,Ginga Eiyuu Densetsu Gaiden (1999),8.05,4718,19898,OVA,28,"['Action', 'Drama', 'Sci-Fi']",,1999-01-12,2000-01-07,https://cdn.myanimelist.net/r/100x140/images/anime/1682/134157.jpg?s=c98b6f1ea776c1f70c5ca4dc437c6d90,https://myanimelist.net/anime/3665/Ginga_Eiyuu_Densetsu_Gaiden_1999,1999,2000.0
537,538,Glass no Kamen (2005),8.05,3448,38922,TV,51,['Drama'],Shoujo,2005-01-04,2006-01-03,https://cdn.myanimelist.net/r/100x140/images/anime/1/2043.jpg?s=b71101a99e5a7a1e8e2f8e47e103f127,https://myanimelist.net/anime/1974/Glass_no_Kamen_2005,2005,2006.0
538,539,Gosick,8.05,393,538531,TV,24,"['Drama', 'Mystery', 'Romance']",,2011-01-01,2011-01-07,https://cdn.myanimelist.net/r/100x140/images/anime/11/27906.jpg?s=bf024cbac1b3cd3663ad541448a1f146,https://myanimelist.net/anime/8425/Gosick,2011,2011.0
539,540,Haikyuu!! Movie 2: Shousha to Haisha,8.05,2143,90018,Movie,1,['Sports'],Shounen,2015-01-09,2015-01-09,https://cdn.myanimelist.net/r/100x140/images/anime/2/74813.jpg?s=cfa80ffaa592c30f71750297190c9dbd,https://myanimelist.net/anime/30364/Haikyuu_Movie_2__Shousha_to_Haisha,2015,2015.0
540,541,Karakai Jouzu no Takagi-san 2,8.05,706,323745,TV,12,['Comedy'],Shounen,2019-01-07,2019-01-09,https://cdn.myanimelist.net/r/100x140/images/anime/1393/107033.jpg?s=7cf23fc4067fb941f2d8f12991183aaf,https://myanimelist.net/anime/38993/Karakai_Jouzu_no_Takagi-san_2,2019,2019.0
541,542,Kidou Senshi Gundam: Tekketsu no Orphans,8.05,979,236660,TV,25,"['Action', 'Drama', 'Sci-Fi']",,2015-01-10,2016-01-03,https://cdn.myanimelist.net/r/100x140/images/anime/6/75879.jpg?s=9c19a9a81739a07132dc3ea735ec2342,https://myanimelist.net/anime/31251/Kidou_Senshi_Gundam__Tekketsu_no_Orphans,2015,2016.0
542,543,"Komi-san wa, Comyushou desu. 2nd Season",8.05,474,454286,TV,12,['Comedy'],Shounen,2022-01-04,2022-01-06,https://cdn.myanimelist.net/r/100x140/images/anime/1108/121157.jpg?s=31bae03daba665d9c87f60397b9a4590,https://myanimelist.net/anime/50631/Komi-san_wa_Comyushou_desu_2nd_Season,2022,2022.0
